Company,System,AutoParallel,EnabledCores,EnabledChips,CoresPerChip,ThreadsPerCore,Base,Peak,CPU
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1260L v5),Yes,4,1,4,1,72.6,75.1,Intel Xeon E3-1260L v5
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1240L v5),Yes,4,1,4,1,61.1,63.1,Intel Xeon E3-1240L v5
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1270 v6),Yes,4,1,4,1,78.0,80.7,Intel Xeon E3-1270 v6
NEC Corporation,Express5800/T110i-S (Intel Pentium G4560),Yes,2,1,2,1,56.0,58.1,Intel Pentium G4560
NEC Corporation,Express5800/T110i-S (Intel Core i3-7300),Yes,2,1,2,1,69.1,71.6,Intel Core i3-7300
NEC Corporation,Express5800/T110i (Intel Celeron G3930),Yes,2,1,2,1,46.0,47.7,Intel Celeron G3930
NEC Corporation,Express5800/GT110i (Intel Celeron G3930),Yes,2,1,2,1,46.1,47.7,Intel Celeron G3930
Supermicro,"SuperServer 5019S-L (X11SSL-F , Intel Xeon E3-1230 v6)",Yes,4,1,4,1,72.4,74.4,SSL-F 
Supermicro,"SuperServer 5019S-L (X11SSL-F , Intel Xeon E3-1240 v6)",Yes,4,1,4,1,75.8,78.0,SSL-F 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,2,28,1,81.4,Not Run,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,112,4,28,1,80.5,Not Run,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10GHz)",Yes,52,2,26,1,78.8,81.9,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6130, 2.10GHz)",Yes,32,2,16,1,74.5,77.6,Intel Xeon Gold 6130
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8176, 2.10GHz)",Yes,56,2,28,1,80.5,83.6,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140M, 2.30GHz)",Yes,36,2,18,1,75.2,78.7,Intel Xeon Gold 6140M
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170, 2.10GHz)",Yes,104,4,26,1,78.3,81.5,Intel Xeon Platinum 8170
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8160 2.10GHz),Yes,96,4,24,1,77.4,81.0,Intel Xeon Platinum 8160 2.10GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6152 2.10GHz),Yes,88,4,22,1,78.1,81.4,Intel Xeon Gold 6152 2.10GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6130 2.10GHz),Yes,64,4,16,1,75.5,79.3,Intel Xeon Gold 6130 2.10GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6144 3.50GHz),Yes,32,4,8,1,83.9,87.8,Intel Xeon Gold 6144 3.50GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8176 2.10GHz),Yes,112,4,28,1,76.2,79.1,Intel Xeon Platinum 8176 2.10GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 5120 2.20GHz),Yes,56,4,14,1,65.3,68.6,Intel Xeon Gold 5120 2.20GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 5118 2.30GHz),Yes,48,4,12,1,64.8,67.9,Intel Xeon Gold 5118 2.30GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6148 2.40GHz),Yes,80,4,20,1,76.8,Not Run,Intel Xeon Gold 6148 2.40GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8153 2.00GHz),Yes,64,4,16,1,60.7,Not Run,Intel Xeon Platinum 8153 2.00GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6146 3.20GHz),Yes,48,4,12,1,82.0,85.7,Intel Xeon Gold 6146 3.20GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8164 2.00GHz),Yes,104,4,26,1,78.4,81.4,Intel Xeon Platinum 8164 2.00GHz
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142, 2.60GHz)",Yes,32,2,16,1,75.3,79.1,Intel Xeon Gold 6142
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5115, 2.40GHz)",Yes,20,2,10,1,64.0,66.6,Intel Xeon Gold 5115
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8153, 2.00GHz)",Yes,32,2,16,1,60.0,62.5,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6138, 2.00GHz)",Yes,40,2,20,1,74.1,77.5,Intel Xeon Gold 6138
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6140, 2.30GHz)",Yes,36,2,18,1,73.9,77.4,Intel Xeon Gold 6140
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,2,18,1,76.3,Not Run,Intel Xeon Gold 6154
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,2,12,1,83.0,86.9,Intel Xeon Gold 6146
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8164, 2.00GHz)",Yes,52,2,26,1,78.7,81.7,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170, 2.10GHz)",Yes,52,2,26,1,78.6,81.7,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5118, 2.30GHz)",Yes,24,2,12,1,64.6,67.6,Intel Xeon Gold 5118
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6144, 3.50GHz)",Yes,16,2,8,1,82.3,85.7,Intel Xeon Gold 6144
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5118, 2.30GHz)",Yes,24,2,12,1,64.4,67.5,Intel Xeon Gold 5118
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6152, 2.10GHz)",Yes,44,2,22,1,77.1,80.2,Intel Xeon Gold 6152
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8164, 2.00GHz)",Yes,52,2,26,1,78.3,81.3,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8158, 3.00GHz)",Yes,24,2,12,1,75.5,78.9,Intel Xeon Platinum 8158
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8153, 2.00GHz)",Yes,32,2,16,1,60.2,62.6,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8176, 2.10GHz)",Yes,56,2,28,1,80.5,83.6,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,2,14,1,65.1,68.2,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8160, 2.10GHz)",Yes,48,2,24,1,77.5,80.7,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6148, 2.40GHz)",Yes,40,2,20,1,76.3,79.5,Intel Xeon Gold 6148
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,2,12,1,83.0,86.7,Intel Xeon Gold 6146
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6144, 3.50GHz)",Yes,16,2,8,1,82.5,86.2,Intel Xeon Gold 6144
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140, 2.00GHz)",Yes,36,2,18,1,75.6,79.0,Intel Xeon Gold 6140
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6138, 2.00GHz)",Yes,40,2,20,1,75.9,79.0,Intel Xeon Gold 6138
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8156, 3.60GHz)",Yes,8,2,4,1,70.3,73.6,Intel Xeon Platinum 8156
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6136, 3.00GHz)",Yes,24,2,12,1,75.5,78.8,Intel Xeon Gold 6136
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5122, 3.60GHz)",Yes,8,2,4,1,70.2,73.4,Intel Xeon Gold 5122
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4110, 2.10GHz)",Yes,16,2,8,1,58.3,60.9,Intel Xeon Silver 4110
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6150, 2.70GHz)",Yes,36,2,18,1,75.6,79.3,Intel Xeon Gold 6150
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6126, 2.60GHz)",Yes,24,2,12,1,73.7,77.3,Intel Xeon Gold 6126
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6134, 3.20GHz)",Yes,16,2,8,1,74.6,78.0,Intel Xeon Gold 6134
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5115, 2.40GHz)",Yes,20,2,10,1,63.9,66.5,Intel Xeon Gold 5115
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4116, 2.10GHz)",Yes,24,2,12,1,60.5,63.2,Intel Xeon Silver 4116
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6132, 2.60GHz)",Yes,28,2,14,1,73.8,77.2,Intel Xeon Gold 6132
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,2,18,1,76.5,80.0,Intel Xeon Gold 6154
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,2,14,1,65.3,68.3,Intel Xeon Gold 5120
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6154 3.00GHz),Yes,72,4,18,1,76.4,80.0,Intel Xeon Gold 6154 3.00GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6132 2.60GHz),Yes,56,4,14,1,74.4,78.1,Intel Xeon Gold 6132 2.60GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8156 3.60GHz),Yes,16,4,4,1,72.4,76.2,Intel Xeon Platinum 8156 3.60GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6136 3.00GHz),Yes,48,4,12,1,76.1,79.3,Intel Xeon Gold 6136 3.00GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6142 2.60GHz),Yes,64,4,16,1,76.6,80.5,Intel Xeon Gold 6142 2.60GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6134 3.20GHz),Yes,32,4,8,1,76.1,79.9,Intel Xeon Gold 6134 3.20GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 5122 3.60GHz),Yes,16,4,4,1,71.8,75.5,Intel Xeon Gold 5122 3.60GHz
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6150 2.70GHz),Yes,72,4,18,1,76.0,79.5,Intel Xeon Gold 6150 2.70GHz
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6126, 2.60GHz)",Yes,48,4,12,1,73.9,77.3,Intel Xeon Gold 6126
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6128 3.40GHz),Yes,24,4,6,1,73.8,77.1,Intel Xeon Gold 6128 3.40GHz
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,56,2,28,1,81.5,Not Run,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,2,24,1,79.1,Not Run,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,2,16,1,60.5,Not Run,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,2,26,1,79.2,Not Run,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4114, 2.20GHz)",Yes,20,2,10,1,59.8,62.4,Intel Xeon Silver 4114
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4112, 2.60GHz)",Yes,8,2,4,1,56.5,58.8,Intel Xeon Silver 4112
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,56,2,28,1,80.2,83.1,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,8,2,4,1,69.8,73.2,Intel Xeon Platinum 8156
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,40,2,20,1,76.1,79.3,Intel Xeon Gold 6148
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6132, 2.60 GHz)",Yes,28,2,14,1,74.1,77.6,Intel Xeon Gold 6132
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8160, 2.10 GHz)",Yes,48,2,24,1,77.2,80.3,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,24,2,12,1,75.7,79.3,Intel Xeon Gold 6136
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,28,2,14,1,65.4,68.5,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8158, 3.00 GHz)",Yes,24,2,12,1,75.5,78.8,Intel Xeon Platinum 8158
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,40,2,20,1,76.1,Not Run,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,112,4,28,2,70.5,73.5,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,112,4,28,2,78.5,Not Run,Intel Xeon Platinum 8180
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,56,2,28,2,78.6,82.2,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,2,8,1,35.0,36.3,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,2,56.3,58.7,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,2,26,2,49.7,55.6,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,2,24,2,71.5,75.0,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,2,4,2,65.9,69.1,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6138F, 2.00 GHz)",Yes,40,2,20,2,45.8,51.1,Intel Xeon Gold 6138F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,2,16,2,70.1,73.1,Intel Xeon Gold 6130
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6144, 3.50 GHz)",Yes,16,2,8,2,47.4,52.9,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,36,2,18,2,70.2,73.7,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,2,8,2,44.0,48.9,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,2,10,2,58.1,60.7,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,2,20,2,72.7,76.0,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,24,2,12,2,60.4,63.1,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,2,56.3,58.7,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,20,2,10,2,61.5,64.3,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,2,8,2,56.5,59.0,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126F, 2.60 GHz)",Yes,24,2,12,2,71.3,74.7,Intel Xeon Gold 6126F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,2,6,1,33.8,33.7,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,2,8,2,56.5,59.0,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,2,24,2,71.5,74.9,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,2,12,2,56.9,59.4,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,2,4,2,39.5,43.0,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,24,2,12,2,41.5,45.6,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,24,2,12,2,47.1,52.6,Intel Xeon Gold 6146
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6148F, 2.40 GHz)",Yes,40,2,20,2,45.1,50.0,Intel Xeon Gold 6148F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,8,2,4,2,40.6,44.3,Intel Xeon Platinum 8156
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4109T, 2.00 GHz)",Yes,16,2,8,2,56.5,59.0,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126F, 2.60 GHz)",Yes,24,2,12,2,71.3,74.7,Intel Xeon Gold 6126F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,36,2,18,2,70.2,73.7,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,24,2,12,2,60.4,63.1,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,2,6,2,70.8,74.5,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4112, 2.60 GHz)",Yes,8,2,4,2,29.1,31.8,Intel Xeon Silver 4112
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,28,2,14,2,62.9,66.1,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,24,2,12,2,81.8,85.4,Intel Xeon Gold 6146
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6144, 3.50 GHz)",Yes,16,2,8,2,81.9,85.8,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,2,10,2,58.4,60.8,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,2,8,2,57.0,59.4,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4109T, 2.00 GHz)",Yes,16,2,8,2,57.0,59.2,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,2,56.7,59.0,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,2,8,1,35.3,36.6,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,2,6,1,34.3,35.4,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,2,16,2,74.1,77.3,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,24,2,12,2,74.6,78.0,Intel Xeon Gold 6136
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,2,18,2,70.8,74.2,Intel Xeon Gold 6140
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,28,2,14,2,64.0,66.9,Intel Xeon Gold 5120
Dell Inc.,"PowerEdgeFC640 (Intel Xeon Silver 4109T, 2.00 GHz)",Yes,16,2,8,2,57.4,59.6,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,2,8,2,55.2,57.4,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,40,2,20,2,73.4,76.4,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,2,6,2,72.0,75.2,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,2,4,2,69.8,73.2,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,28,2,14,2,63.2,66.5,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,20,2,10,2,62.3,64.8,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,2,12,2,58.9,61.5,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge T440 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,2,4,2,69.9,73.4,Intel Xeon Gold 5122
